date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
19710808,1971,71019,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PHOEBE,ATMOSPHERIC
19710814,1971,71020,FRANCE,MURUROA,UGS,-21.9,-139.0,4.7,0.0,0.0,0.0,1000.0,WEAPONS DEVELOPMENT,RHEA,ATMOSPHERIC
19710818,1971,71021,USA,NTS,UGS,37.1,-116.0,5.4,0.0,0.0,20.0,200.0,WEAPONS DEVELOPMENT,ALGODONES,UNDERGROUND
19710919,1971,71022,USSR,URAL RUSS,UGS,57.8,41.1,4.5,0.0,0.0,2.3,2.3,PEACEFUL EXPLOSION,GLOBUS,UNDERGROUND
19710922,1971,71038,USA,NTS,DIS,37.07,-115.97,0.0,0.0,0.0,0.0,20.0,SAFETY/EMERGENCY TEST,FRIJOLES,UNDERGROUND
19710927,1971,71023,USSR,NZ RUSS,UGS,73.4,55.1,6.4,5.2,0.0,150.0,1500.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19710929,1971,71024,USA,NTS,UGS,37.0,-116.0,4.4,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PEDERNAL,UNDERGROUND
19710929,1971,71047,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,CHANTILLY,UNDERGROUND
19711004,1971,71025,USSR,ARKHAN RUSS,UGS,61.6,47.1,5.1,0.0,0.0,2.3,2.3,PEACEFUL EXPLOSION,GLOBUS,UNDERGROUND
19711008,1971,71026,USA,NTS,UGS,37.1,-116.0,4.7,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,CATHAY,UNDERGROUND
19711009,1971,71027,USSR,SEMI KAZAKH,UGS,50.0,77.7,5.4,0.0,0.0,12.0,12.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19711014,1971,71039,USA,NTS,DIS,37.32,-116.14,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,LAGOON,UNDERGROUND
19711021,1971,71028,USSR,SEMI KAZAKH,UGS,50.0,77.6,5.6,0.0,0.0,23.0,23.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19711022,1971,71029,USSR,ORENBG RUSS,UGS,51.6,54.5,5.3,0.0,0.0,15.0,15.0,PEACEFUL EXPLOSION,SAPFIR,UNDERGROUND
19711106,1971,71030,USA,AMCHITKA AK,UGS,51.5,179.1,6.8,5.7,0.0,0.0,5000.0,WEAPONS DEVELOPMENT,CANNIKIN,UNDERGROUND
19711118,1971,71031,CHINA,LOP NOR,DOE,41.5,89.0,0.0,0.0,0.0,15.0,15.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19711124,1971,71032,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,EXPLOSION TEST,DIAGONAL LINE,UNDERGROUND
19711129,1971,71033,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.5,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19711130,1971,71040,USA,NTS,DIS,37.16,-116.15,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PARNASSIA,UNDERGROUND
19711214,1971,71034,USA,NTS,UGS,37.1,-116.1,4.7,0.0,0.0,20.0,200.0,WEAPONS DEVELOPMENT,CHAENACTIS,UNDERGROUND
19711214,1971,71048,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,HOSPAH,UNDERGROUND
19711214,1971,71049,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,YERBA,UNDERGROUND
19711215,1971,71035,USSR,SEMI KAZAKH,UGS,50.0,77.9,4.9,0.0,0.0,0.001,20.0,EXPLOSION TEST,,UNDERGROUND
19711222,1971,71036,USSR,AZGIR KAZAKH,UGS,47.9,48.2,6.0,0.0,0.0,64.0,64.0,PEACEFUL EXPLOSION,,UNDERGROUND
19711230,1971,71037,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.8,0.0,0.0,20.0,150.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19711230,1971,71053,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19720105,1972,72042,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,MESCALERO,UNDERGROUND
19720107,1972,72001,CHINA,LOP NOR,DOE,41.5,89.0,0.0,0.0,0.0,8.0,8.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19720203,1972,72036,USA,NTS,DIS,36.98,-115.81,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,COWLES,UNDERGROUND
19720210,1972,72002,USSR,SEMI KAZAKH,UGS,50.0,78.9,5.5,0.0,0.0,16.0,16.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19720217,1972,72043,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,DIANTHUS,UNDERGROUND
19720310,1972,72003,USSR,SEMI KAZAKH,UGS,49.8,78.2,5.5,0.0,0.0,0.001,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19720318,1972,72004,CHINA,LOP NOR,DOE,41.5,89.0,0.0,0.0,0.0,170.0,170.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19720323,1972,72044,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,SAPPHO,UNDERGROUND
19720328,1972,72005,USSR,SEMI KAZAKH,UGS,49.7,78.2,5.2,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19720330,1972,72037,USA,NTS,DIS,36.97,-116.05,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,ONAJA/OCATE,UNDERGROUND
19720411,1972,72006,USSR,MARY TURKMEN,DOE,37.4,62.0,0.0,0.0,0.0,15.0,15.0,PEACEFUL EXPLOSION,CRATER,UNDERGROUND
19720419,1972,72007,USA,NTS,UGS,37.122,-116.083,4.6,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,LONGCHAMPS,UNDERGROUND
19720419,1972,72045,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,JICARILLA,UNDERGROUND
19720420,1972,72055,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,SAFETY/EMERGENCY TEST,,UNDERGROUND
19720502,1972,72008,USA,NTS,UGS,37.2,-116.2,5.0,0.0,0.0,0.0,20.0,EXPLOSION TEST,MISTY NORTH,UNDERGROUND
19720511,1972,72038,USA,NTS,DIS,37.25,-116.11,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,KARA,UNDERGROUND
19720517,1972,72009,USA,NTS,UGS,37.12,-116.088,4.4,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,ZINNIA,UNDERGROUND
19720519,1972,72010,USA,NTS,UGS,37.004,-116.002,4.9,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,MONERO,UNDERGROUND
19720607,1972,72011,USSR,SEMI KAZAKH,UGS,49.8,78.2,5.5,0.0,0.0,0.001,20.0,EXPLOSION TEST,,UNDERGROUND
19720607,1972,72046,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,MERIDA,UNDERGROUND
19720625,1972,72012,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,UMBRIEL,ATMOSPHERIC
19720628,1972,72039,USA,NTS,DIS,37.12,-116.04,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,CAPITAN,UNDERGROUND
19720628,1972,72047,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,HAPLOPAPPUS,UNDERGROUND
19720628,1972,72048,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,TAJIQUE,UNDERGROUND
19720630,1972,72013,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,TITANIA,ATMOSPHERIC
19720706,1972,72014,USSR,SEMI KAZAKH,UGS,49.7,78.0,4.4,0.0,0.0,0.001,20.0,EXPLOSION TEST,,UNDERGROUND
19720709,1972,72015,USSR,UKRAINE,DOE,0.0,0.0,0.0,0.0,0.0,3.8,3.8,PEACEFUL EXPLOSION,FAKEL,UNDERGROUND
19720720,1972,72016,USA,NTS,UGS,37.215,-116.183,5.0,0.0,0.0,0.0,20.0,EXPLOSION TEST,DIAMOND SCULLS,UNDERGROUND
19720725,1972,72040,USA,NTS,DIS,37.02,-116.03,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,ATARQUE,UNDERGROUND
19720727,1972,72017,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,OBERON,ATMOSPHERIC
19720727,1972,72054,USSR,NZ RUSS,MTM,71.0,54.0,0.0,0.0,0.0,0.001,20.0,EXPLOSION TEST,,UNDERGROUND
19720731,1972,72018,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,0.0,SAFETY/EMERGENCY TEST,ARIEL,ATMOSPHERIC
19720809,1972,72049,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,SAFETY/EMERGENCY TEST,CEB/CUCH/SOL,UNDERGROUND
19720816,1972,72019,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.2,0.0,0.0,8.0,8.0,EXPLOSION TEST,,UNDERGROUND
19720820,1972,72020,USSR,KAZAKH,UGS,49.5,48.2,5.7,0.0,0.0,6.6,6.6,PEACEFUL EXPLOSION,REGION,UNDERGROUND
19720826,1972,72021,USSR,SEMI KAZAKH,UGS,50.0,77.0,5.5,0.0,0.0,0.001,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19720828,1972,72022,USSR,NZ RUSS,UGS,73.3,55.1,6.3,4.7,0.0,20.0,1500.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19720902,1972,72023,USSR,SEMI KAZAKH,UGS,50.0,77.7,5.1,0.0,0.0,2.0,2.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19720904,1972,72024,USSR,MURM RUSS,UGS,67.7,33.4,4.6,0.0,0.0,2.1,2.1,PEACEFUL EXPLOSION,DNEPR-1,UNDERGROUND
19720921,1972,72025,USSR,ORENBG RUSS,UGS,52.1,52.0,5.1,0.0,0.0,2.3,2.3,PEACEFUL EXPLOSION,REGION,UNDERGROUND
19720921,1972,72026,USA,NTS,UGS,37.082,-116.037,5.7,4.3,0.0,20.0,200.0,WEAPONS DEVELOPMENT,OSCURO,UNDERGROUND
19720926,1972,72027,USA,NTS,UGS,37.122,-116.085,4.4,0.0,0.0,15.0,15.0,WEAPONS DEVELOPMENT,DELPHINIUM,UNDERGROUND
19721003,1972,72028,USSR,KALMYK RUSS,UGS,46.8,45.0,5.8,0.0,0.0,6.6,6.6,PEACEFUL EXPLOSION,REGION,UNDERGROUND
19721102,1972,72029,USSR,SEMI KAZAKH,UGS,49.9,78.8,6.2,0.0,0.0,165.0,165.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19721109,1972,72041,USA,NTS,DIS,37.25,-116.32,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,AKBAR,UNDERGROUND
19721109,1972,72050,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,ARSENATE,UNDERGROUND
19721117,1972,72051,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,SAFETY/EMERGENCY TEST,CANNA U/L,UNDERGROUND
19721124,1972,72030,USSR,ORENBG RUSS,UGS,52.8,51.1,4.7,0.0,0.0,2.3,2.3,PEACEFUL EXPLOSION,REGION,UNDERGROUND
19721124,1972,72031,USSR,KAZAKH,UGS,51.8,64.2,5.2,0.0,0.0,6.6,6.6,PEACEFUL EXPLOSION,REGION,UNDERGROUND
19721210,1972,72032,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.7,0.0,0.0,0.0,150.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19721210,1972,72033,USSR,SEMI KAZAKH,UGS,50.1,78.8,0.0,0.0,0.0,140.0,140.0,PEACEFUL EXPLOSION,,UNDERGROUND
19721212,1972,72052,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,TULOSO,UNDERGROUND
19721214,1972,72053,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,SOLANUM,UNDERGROUND
19721221,1972,72034,USA,NTS,UGS,37.14,-116.083,5.0,0.0,0.0,0.0,20.0,EXPLOSION TEST,FLAX SOURCE,UNDERGROUND
19721221,1972,72056,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,200.0,EXPLOSION TEST,FLAX T/B,UNDERGROUND
19721228,1972,72035,USSR,SEMI KAZAKH,DOE,51.7,77.2,0.0,0.0,0.0,0.001,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19730214,1973,73035,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,ALUMROOT,UNDERGROUND
19730216,1973,73001,USSR,SEMI KAZAKH,UGS,49.8,78.2,5.6,0.0,0.0,20.0,150.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19730308,1973,73002,USA,NTS,UGS,37.103,-116.027,5.4,0.0,0.0,20.0,200.0,WEAPONS DEVELOPMENT,MIERA,UNDERGROUND
19730323,1973,73036,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,GAZOOK,UNDERGROUND
19730405,1973,73037,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,NATOMA,UNDERGROUND
19730419,1973,73003,USSR,SEMI KAZAKH,UGS,50.0,77.7,5.4,0.0,0.0,0.001,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19730425,1973,73004,USA,NTS,UGS,37.005,-116.028,4.7,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,ANGUS/VELARDE,UNDERGROUND
19730426,1973,73005,USA,NTS,UGS,37.123,-116.059,5.6,0.0,0.0,90.0,90.0,WEAPONS DEVELOPMENT,STARWORT,UNDERGROUND
19730426,1973,73038,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,COLMOR,UNDERGROUND
19730509,1973,73039,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,MESITA,UNDERGROUND
19730517,1973,73006,USA,RIFLE CO,UGS,39.793,-108.366,5.4,4.1,0.0,33.0,33.0,PEACEFUL EXPLOSION,RIO BLANCO 1-3,UNDERGROUND
19730524,1973,73007,USA,NTS,DOE,37.18,-116.09,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,CABRESTO,UNDERGROUND
19730524,1973,73008,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,KASHAN,UNDERGROUND
19730605,1973,73009,USA,NTS,UGS,37.185,-116.215,5.1,0.0,0.0,0.0,20.0,EXPLOSION TEST,DIDO QUEEN,UNDERGROUND
19730606,1973,73010,USA,NTS,UGS,37.245,-116.346,6.1,0.0,0.0,200.0,1000.0,WEAPONS DEVELOPMENT,ALMENDRO,UNDERGROUND
19730621,1973,73011,USA,NTS,UGS,37.1,-116.0,5.3,0.0,0.0,20.0,200.0,WEAPONS DEVELOPMENT,POTRILLO,UNDERGROUND
19730627,1973,73012,CHINA,LOP NOR,UGS,40.6,89.5,4.8,0.0,0.0,0.0,0.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19730628,1973,73013,USA,NTS,UGS,37.148,-116.086,4.9,0.0,0.0,20.0,200.0,WEAPONS DEVELOPMENT,PORTULACA,UNDERGROUND
19730628,1973,73014,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,SILEKE,UNDERGROUND
19730710,1973,73015,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.4,0.0,0.0,0.0,20.0,SAFETY/EMERGENCY TEST,,UNDERGROUND
19730721,1973,73016,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,EUTERPE,ATMOSPHERIC
19730723,1973,73017,USSR,SEMI KAZAKH,UGS,50.0,78.9,6.3,4.7,0.0,150.0,1500.0,PEACEFUL EXPLOSION,,UNDERGROUND
19730728,1973,73018,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,MELPOMENE,ATMOSPHERIC
19730815,1973,73019,USSR,KAZAKH,UGS,42.7,67.4,5.3,0.0,0.0,6.3,6.3,PEACEFUL EXPLOSION,MERIDIAN,UNDERGROUND
19730818,1973,73020,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PALLAS,ATMOSPHERIC
19730824,1973,73021,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PARTHENOPE,ATMOSPHERIC
19730828,1973,73022,USSR,KAZAKH,UGS,50.5,68.4,5.3,0.0,0.0,6.3,6.3,PEACEFUL EXPLOSION,MERIDIAN,UNDERGROUND
19730828,1973,73034,FRANCE,W MURUROA,DIS,-22.0,-140.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,TAMARA,ATMOSPHERIC
19730912,1973,73023,USSR,NZ RUSS,UGS,73.3,55.2,6.8,5.0,0.0,150.0,10000.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19730913,1973,73045,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,0.0,WEAPONS DEVELOPMENT,VESTA,ATMOSPHERIC
19730919,1973,73024,USSR,KAZAKH,UGS,45.6,67.8,5.2,0.0,0.0,6.3,6.3,PEACEFUL EXPLOSION,MERIDIAN,UNDERGROUND
19730920,1973,73046,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,WEAPONS DEVELOPMENT,,UNDERGROUND
19730927,1973,73025,USSR,NZ RUSS,UGS,70.8,53.9,6.0,4.9,0.0,20.0,150.0,EXPLOSION TEST,,UNDERGROUND
19730930,1973,73026,USSR,ORENBG RUSS,UGS,51.6,54.6,5.2,0.0,0.0,10.0,10.0,PEACEFUL EXPLOSION,SAPFIR,UNDERGROUND
19731002,1973,73040,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,POLYGONUM,UNDERGROUND
19731002,1973,73041,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,WALLER,UNDERGROUND
19731012,1973,73027,USA,NTS,UGS,37.2,-116.203,4.8,0.0,0.0,0.0,20.0,EXPLOSION TEST,HUSCY ACE,UNDERGROUND
19731026,1973,73028,USSR,SEMI KAZAKH,UGS,49.8,78.2,5.3,4.4,0.0,0.001,20.0,EXPLOSION TEST,,UNDERGROUND
19731026,1973,73029,USSR,BASHKIR RUSS,UGS,53.7,55.4,4.8,0.0,0.0,10.0,10.0,PEACEFUL EXPLOSION,KAMA 2,UNDERGROUND
19731027,1973,73030,USSR,NZ RUSS,UGS,70.8,54.2,6.9,5.5,0.0,1500.0,10000.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19731104,1973,73047,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19731128,1973,73031,USA,NTS,UGS,36.9,-116.0,4.4,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19731212,1973,73032,USA,NTS,DOE,37.06,-116.57,4.4,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PAJARA,UNDERGROUND
19731213,1973,73042,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,SEAFOAM,UNDERGROUND
19731214,1973,73033,USSR,SEMI KAZAKH,UGS,50.0,79.0,6.0,4.4,0.0,20.0,150.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19731219,1973,73043,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,ELIDA,UNDERGROUND
19731219,1973,73044,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,SAFETY/EMERGENCY TEST,SPAR,UNDERGROUND
19731231,1973,73048,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19740110,1974,74044,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PINEDROPS S/T/B,UNDERGROUND
19740130,1974,74001,USSR,SEMI KAZAKH,UGS,49.9,78.0,4.6,0.0,0.0,0.0,20.0,EXPLOSION TEST,,UNDERGROUND
19740227,1974,74003,USA,NTS,UGS,37.104,-116.053,5.8,0.0,0.0,20.0,200.0,WEAPONS DEVELOPMENT,LATIR,UNDERGROUND
19740228,1974,74054,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,SAFETY/EMERGENCY TEST,,UNDERGROUND
19740314,1974,74045,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,HULSEA,UNDERGROUND
19740412,1974,74046,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,SAPELLO,UNDERGROUND
19740416,1974,74005,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19740423,1974,74047,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PORTRERO,UNDERGROUND
19740501,1974,74048,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PLOMO,UNDERGROUND
19740508,1974,74049,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,JIB,UNDERGROUND
19740516,1974,74006,USSR,SEMI KAZAKH,UGS,49.743,78.15,5.3,0.0,0.0,0.001,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19740518,1974,74007,INDIA,POKHRAN,UGS,26.9,71.7,5.0,0.0,0.0,0.0,20.0,PEACEFUL EXPLOSION,,UNDERGROUND
19740522,1974,74008,USA,NTS,ISC,37.06,-116.11,4.6,0.0,0.0,0.0,20.0,EXPLOSION TEST,GROVE,UNDERGROUND
19740523,1974,74009,UK,NTS,UGS,37.1,-116.1,4.8,0.0,0.0,20.0,200.0,WEAPONS DEVELOPMENT,FALLON,UNDERGROUND
19740531,1974,74010,USSR,SEMI KAZAKH,UGS,49.952,78.844,5.9,0.0,0.0,20.0,150.0,PEACEFUL EXPLOSION,,UNDERGROUND
19740606,1974,74011,USA,NTS,ISC,36.96,-116.02,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19740616,1974,74012,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,CAPRICORNE,ATMOSPHERIC
19740617,1974,74013,CHINA,LOP NOR,DOE,39.5,89.4,4.6,4.3,0.0,200.0,1000.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19740619,1974,74014,USA,NTS,UGS,37.2,-116.2,5.0,0.0,0.0,0.0,20.0,EXPLOSION TEST,MING BLADE,UNDERGROUND
19740625,1974,74015,USSR,SEMI KAZAKH,UGS,49.889,78.115,4.7,0.0,0.0,0.001,20.0,EXPLOSION TEST,,UNDERGROUND
19740701,1974,74055,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,0.0,SAFETY/EMERGENCY TEST,BELIER,ATMOSPHERIC
19740707,1974,74016,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,1000.0,WEAPONS DEVELOPMENT,GEMEAUX,ATMOSPHERIC
19740708,1974,74017,USSR,BASHKIR RUSS,UGS,53.8,55.2,0.0,0.0,0.0,10.0,10.0,PEACEFUL EXPLOSION,KAMA 1,UNDERGROUND
19740710,1974,74018,USSR,SEMI KAZAKH,UGS,49.789,78.139,5.3,0.0,0.0,0.001,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19740710,1974,74019,USA,NTS,UGS,37.068,-116.032,5.7,0.0,0.0,20.0,200.0,WEAPONS DEVELOPMENT,ESCAEOSA,UNDERGROUND
19740717,1974,74020,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,CENTAURE,ATMOSPHERIC
19740718,1974,74021,USA,NTS,ISC,37.09,-116.05,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,CRESTLAKE T/B,UNDERGROUND
19740725,1974,74023,FRANCE,WSW MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,MAQUIS,ATMOSPHERIC
19740728,1974,74056,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,0.0,SAFETY/EMERGENCY TEST,PERSEE,ATMOSPHERIC
19740729,1974,74059,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19740814,1974,74024,USA,NTS,UGS,37.023,-116.036,4.6,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,PUYE,UNDERGROUND
19740814,1974,74025,USSR,TYUMEN RUSS,UGS,68.913,75.899,5.5,0.0,0.0,7.6,7.6,PEACEFUL EXPLOSION,GORIZONT,UNDERGROUND
19740815,1974,74026,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,200.0,WEAPONS DEVELOPMENT,SCORPION,ATMOSPHERIC
19740824,1974,74044,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WEAPONS DEVELOPMENT,TAUREAU,ATMOSPHERIC
19740829,1974,74028,USSR,NZ RUSS,UGS,73.366,55.094,6.4,5.0,0.0,0.001,1500.0,WEAPONS DEVELOPMENT,,UNDERGROUND
19740829,1974,74029,USSR,KOMI RUSS,UGS,67.233,62.119,5.2,0.0,0.0,7.6,7.6,PEACEFUL EXPLOSION,GORIZONT,UNDERGROUND
19740830,1974,74030,USA,NTS,UGS,37.15,-116.083,5.8,0.0,0.0,20.0,200.0,WEAPONS DEVELOPMENT,PORTMANTEAU,UNDERGROUND
